2 3 0
1.000000  -24.720100
1.010000  -24.716230
1.020000  -24.712360
1.030000  -24.708490
1.040000  -24.704620
1.050000  -24.700750
1.060000  -24.696880
1.070000  -24.693010
1.080000  -24.689140
1.090000  -24.685270
1.100000  -24.681400
1.110000  -24.677510
1.120000  -24.673620
1.130000  -24.669730
1.140000  -24.665840
1.150000  -24.661950
1.160000  -24.658060
1.170000  -24.654170
1.180000  -24.650280
1.190000  -24.646390
1.200000  -24.642500
1.210000  -24.638620
1.220000  -24.634740
1.230000  -24.630860
1.240000  -24.626980
1.250000  -24.623100
1.260000  -24.619220
1.270000  -24.615340
1.280000  -24.611460
1.290000  -24.607580
1.300000  -24.603700
1.310000  -24.599810
1.320000  -24.595920
1.330000  -24.592030
1.340000  -24.588140
1.350000  -24.584250
1.360000  -24.580360
1.370000  -24.576470
1.380000  -24.572580
1.390000  -24.568690
1.400000  -24.564800
1.410000  -24.560900
1.420000  -24.557000
1.430000  -24.553100
1.440000  -24.549200
1.450000  -24.545300
1.460000  -24.541400
1.470000  -24.537500
1.480000  -24.533600
1.490000  -24.529700
1.500000  -24.525800
1.510000  -24.521900
1.520000  -24.518000
1.530000  -24.514100
1.540000  -24.510200
1.550000  -24.506300
1.560000  -24.502400
1.570000  -24.498500
1.580000  -24.494600
1.590000  -24.490700
1.600000  -24.486800
1.610000  -24.482900
1.620000  -24.479000
1.630000  -24.475100
1.640000  -24.471200
1.650000  -24.467300
1.660000  -24.463400
1.670000  -24.459500
1.680000  -24.455600
1.690000  -24.451700
1.700000  -24.447800
1.710000  -24.443890
1.720000  -24.439980
1.730000  -24.436070
1.740000  -24.432160
1.750000  -24.428250
1.760000  -24.424340
1.770000  -24.420430
1.780000  -24.416520
1.790000  -24.412610
1.800000  -24.408700
1.810000  -24.404840
1.820000  -24.400980
1.830000  -24.397120
1.840000  -24.393260
1.850000  -24.389400
1.860000  -24.385540
1.870000  -24.381680
1.880000  -24.377820
1.890000  -24.373960
1.900000  -24.370100
1.910000  -24.366250
1.920000  -24.362400
1.930000  -24.358550
1.940000  -24.354700
1.950000  -24.350850
1.960000  -24.347000
1.970000  -24.343150
1.980000  -24.339300
1.990000  -24.335450
2.000000  -24.331600
2.010000  -24.327800
2.020000  -24.324000
2.030000  -24.320200
2.040000  -24.316400
2.050000  -24.312600
2.060000  -24.308800
2.070000  -24.305000
2.080000  -24.301200
2.090000  -24.297400
2.100000  -24.293600
2.110000  -24.289810
2.120000  -24.286020
2.130000  -24.282230
2.140000  -24.278440
2.150000  -24.274650
2.160000  -24.270860
2.170000  -24.267070
2.180000  -24.263280
2.190000  -24.259490
2.200000  -24.255700
2.210000  -24.251970
2.220000  -24.248240
2.230000  -24.244510
2.240000  -24.240780
2.250000  -24.237050
2.260000  -24.233320
2.270000  -24.229590
2.280000  -24.225860
2.290000  -24.222130
2.300000  -24.218400
2.310000  -24.214660
2.320000  -24.210920
2.330000  -24.207180
2.340000  -24.203440
2.350000  -24.199700
2.360000  -24.195960
2.370000  -24.192220
2.380000  -24.188480
2.390000  -24.184740
2.400000  -24.181000
2.410000  -24.177330
2.420000  -24.173660
2.430000  -24.169990
2.440000  -24.166320
2.450000  -24.162650
2.460000  -24.158980
2.470000  -24.155310
2.480000  -24.151640
2.490000  -24.147970
2.500000  -24.144300
2.510000  -24.140630
2.520000  -24.136960
2.530000  -24.133290
2.540000  -24.129620
2.550000  -24.125950
2.560000  -24.122280
2.570000  -24.118610
2.580000  -24.114940
2.590000  -24.111270
2.600000  -24.107600
2.610000  -24.104010
2.620000  -24.100420
2.630000  -24.096830
2.640000  -24.093240
2.650000  -24.089650
2.660000  -24.086060
2.670000  -24.082470
2.680000  -24.078880
2.690000  -24.075290
2.700000  -24.071700
2.710000  -24.068100
2.720000  -24.064500
2.730000  -24.060900
2.740000  -24.057300
2.750000  -24.053700
2.760000  -24.050100
2.770000  -24.046500
2.780000  -24.042900
2.790000  -24.039300
2.800000  -24.035700
2.810000  -24.032200
2.820000  -24.028700
2.830000  -24.025200
2.840000  -24.021700
2.850000  -24.018200
2.860000  -24.014700
2.870000  -24.011200
2.880000  -24.007700
2.890000  -24.004200
2.900000  -24.000700
2.910000  -23.997180
2.920000  -23.993660
2.930000  -23.990140
2.940000  -23.986620
2.950000  -23.983100
2.960000  -23.979580
2.970000  -23.976060
2.980000  -23.972540
2.990000  -23.969020
3.000000  -23.965500
3.010000  -23.962090
3.020000  -23.958680
3.030000  -23.955270
3.040000  -23.951860
3.050000  -23.948450
3.060000  -23.945040
3.070000  -23.941630
3.080000  -23.938220
3.090000  -23.934810
3.100000  -23.931400
3.110000  -23.927970
3.120000  -23.924540
3.130000  -23.921110
3.140000  -23.917680
3.150000  -23.914250
3.160000  -23.910820
3.170000  -23.907390
3.180000  -23.903960
3.190000  -23.900530
3.200000  -23.897100
3.210000  -23.893780
3.220000  -23.890460
3.230000  -23.887140
3.240000  -23.883820
3.250000  -23.880500
3.260000  -23.877180
3.270000  -23.873860
3.280000  -23.870540
3.290000  -23.867220
3.300000  -23.863900
3.310000  -23.860570
3.320000  -23.857240
3.330000  -23.853910
3.340000  -23.850580
3.350000  -23.847250
3.360000  -23.843920
3.370000  -23.840590
3.380000  -23.837260
3.390000  -23.833930
3.400000  -23.830600
3.410000  -23.827380
3.420000  -23.824160
3.430000  -23.820940
3.440000  -23.817720
3.450000  -23.814500
3.460000  -23.811280
3.470000  -23.808060
3.480000  -23.804840
3.490000  -23.801620
3.500000  -23.798400
3.510000  -23.795150
3.520000  -23.791900
3.530000  -23.788650
3.540000  -23.785400
3.550000  -23.782150
3.560000  -23.778900
3.570000  -23.775650
3.580000  -23.772400
